,company_name,company_esg_score,company_esg_score_group,industry,stock_exchange,stock_ticker_symbol,market_capital,market_capital_euro,trailing_pe,beta,return_on_equity,earnings_growth,company_esg_score_scale,market_capital_scale,score,return_rate_1y_avg,return_rate_5y_avg,return_rate_10y_avg,return_rate_25y_avg,volatility_1y,volatility_5y,volatility_10y,volatility_25y,industry_Auto Components,industry_Automobiles,industry_Banks,industry_Building Products,industry_Chemicals,industry_Commercial Services,industry_Construction Materials,industry_Consumer Durables,industry_Consumer Services,industry_Containers & Packaging,industry_Diversified Financials,industry_Diversified Metals,industry_Electrical Equipment,industry_Energy Services,industry_Food Products,industry_Food Retailers,industry_Healthcare,industry_Homebuilders,industry_Household Products,industry_Insurance,industry_Machinery,industry_Media,industry_Oil & Gas Producers,industry_Paper & Forestry,industry_Pharmaceuticals,industry_Precious Metals,industry_Real Estate,industry_Refiners & Pipelines,industry_Retailing,industry_Semiconductors,industry_Software & Services,industry_Technology Hardware,industry_Telecommunication Services,industry_Textiles & Apparel,industry_Traders & Distributors,industry_Transportation,industry_Transportation Infrastructure,industry_Utilities,stock_exchange_ETR,stock_exchange_LON,stock_exchange_NAS,stock_exchange_NYS,stock_exchange_TKS,stock_ticker_label,trailing_pe_scaled
347,"Okta, Inc.",12.9,Low ESG Risk,Software & Services,NAS,OKTA,12106063872.0,12106063872.0,303.10654,1.019,-0.0231,,0.5419354838709678,0.0007584764264727,0.1360527282875965,49155422.56693903,6.135647560159768e+21,3.8409595284746445e+17,10808760.464385252,0.0834420334473329,0.1548302716940513,0.1529178802153668,0.1529178802153668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1215,0.026236743
348,"Movado Group, Inc.",12.9,Low ESG Risk,Textiles & Apparel,NYS,MOV,413988384.0,413988384.0,11.71698,1.024,0.07324,-0.556,0.5419354838709678,2.5739503494884544e-05,0.1355031755953631,280770.64007197483,178559452408779.62,1122712231365318.4,,0.1398781485886852,0.1386043839415028,0.1283288646397426,0.1285162856453645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1132,0.0010133893
349,"UDR, Inc.",12.9,Low ESG Risk,Real Estate,NYS,UDR,16727232512.0,16727232512.0,108.585365,0.841,0.030350002,-0.923,0.5419354838709678,0.0010480829119346,0.1362699331516929,3276599.246089591,3.774184632785235e+16,1.5727775820528726e+17,,0.0756358017535148,0.069610307221988,0.059605939545487,0.0691590427270854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1540,0.009398541
350,PennyMac Mortgage Investment Trust,12.9,Low ESG Risk,Real Estate,NYS,PMT,1196076032.0,1196076032.0,8.883871,1.472,0.0968,0.063,0.5419354838709678,7.475257198581854e-05,0.1355399353967313,35226.64447329957,169652162295.29434,139163081339.08362,3031482.82154378,0.0444817465634091,0.096025895038054,0.1069733063106663,0.0903268339156894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1288,0.00076814886
351,"Cumulus Media, Inc.",12.9,Low ESG Risk,Media,NAS,CMLS,25404300.0,25404300.0,49.009983,1.452,-0.4388,,0.5419354838709678,1.3871200091158871e-06,0.1354849113077487,10.15919960575104,143190651.68141007,2513030.5363632636,363.1441951197488,0.075201640061466,0.2045799948718514,0.2069739056318178,0.2069739056318178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,608,0.004241558
352,Scout24 SE,12.9,Low ESG Risk,Software & Services,ETR,G24.DE,5386747392.0,5386747392.0,31.319149,0.529,0.12564999,-0.204,0.5419354838709678,0.0003373799934978,0.1357369059628653,25990177.336997844,2.9451380517148375e+18,7.595705051998701e+17,14198002.128321288,0.0640190920814372,0.0719763208578022,0.0664325732758522,0.0664325732758522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,831,0.0027101985
353,"Juniper Networks, Inc.",12.9,Low ESG Risk,Technology Hardware,NYS,JNPR,12620109824.0,12620109824.0,54.0,0.921,0.05277,0.429,0.5419354838709678,0.0007906914467678,0.1360768895528178,2004653.1170799728,1059399280201482.4,3204351297957372.5,,0.0249673003231343,0.0786911021466516,0.0748157965931665,0.162893394897968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1006,0.004673505
354,Radware Ltd.,12.9,Low ESG Risk,Software & Services,NAS,RDWR,855016192.0,855016192.0,303.10654,0.975,-0.03598,,0.5419354838709678,5.3378510727882664e-05,0.1355239048507878,179936.49621265003,170707588670631.2,609894771487363.8,,0.1765985463137929,0.1101123112858897,0.0908032915346618,0.1178170124331988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1335,0.026236743
355,"Japan Logistics Fund, Inc.",12.9,Low ESG Risk,Real Estate,TKS,8967.T,244774092800.0,244774092800.0,25.397377,0.368,0.06768,-0.005,0.5419354838709678,0.0153396733890652,0.1469886260095408,4.6445016254224385e+21,4.481762320809123e+56,,,0.044446071507887,0.0494980672927525,0.0443910318229077,0.0604476013619392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,320,0.0021975962
356,"Tachibana Eletech Co., Ltd.",12.9,Low ESG Risk,Technology Hardware,TKS,8159.T,62439038976.0,62439038976.0,8.388725,0.503,0.08495,-0.379,0.5419354838709678,0.0039128205238811,0.1384184863606528,65326014648000.0,8.747859544875842e+33,,,0.0436115743788824,0.0758624432617206,0.0744004531427599,0.0760699114655325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,288,0.0007252879
357,"Host Hotels & Resorts, Inc.",12.9,Low ESG Risk,Real Estate,NAS,HST,23975061504.0,23975061504.0,15.820756,1.341,0.10767999,0.17,0.5419354838709678,0.0015023009777792,0.1366105967010764,92413.43073737204,2076292743905.266,10837748972506.545,773925787181.6544,0.0318632404966729,0.0978578407698567,0.0869827509416465,0.1082146636648597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,928,0.0013686216
358,Assura Plc,12.9,Low ESG Risk,Real Estate,LON,AGR.L,1312606720.0,1312606720.0,60.117207,0.365,-0.018819999,,0.5419354838709678,8.205549590597698e-05,0.1355454125896714,2532463.9681000006,5.037974422712465e+17,4.262837522941082e+18,,0.0252497537717639,0.0558653800595146,0.0532088296043424,0.0873381940563267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,408,0.005203025
359,"Hulic Reit, Inc.",12.9,Low ESG Risk,Real Estate,TKS,3295.T,200160002048.0,200160002048.0,19.586403,0.542,0.051030003,,0.5419354838709678,0.0125437291093154,0.1448916677997285,3.798391738179092e+20,3.824763536591784e+53,,,0.0174644274843719,0.0420316786321838,0.0539210152492201,0.0531061866821356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,0.0016945847
360,United Urban Investment Corp.,13.0,Low ESG Risk,Real Estate,TKS,8960.T,422337806336.0,422337806336.0,19.607843,0.492,-0.0010904097837295,0.125,0.5483870967741935,0.0264675085815787,0.1569474056297324,4.095853550406e+20,1.5392612208417707e+53,,,0.0220774143907252,0.0504212822281504,0.0576730597357798,0.0730971234084925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,315,0.0016964407
361,Tokyo Electron Ltd.,13.0,Low ESG Risk,Semiconductors,TKS,8035.T,10136841093120.0,10136841093120.0,23.980816,1.216,0.25714,0.988,0.5483870967741935,0.6352709031475898,0.6135499515542407,6.218651853414e+17,1.0192340117220032e+44,,,0.0285014166635712,0.1170611820030363,0.1102901512740486,0.1150981185895583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,271,0.0020749753
362,"PERSOL Holdings Co., Ltd.",13.0,Low ESG Risk,Commercial Services,TKS,2181.T,632497766400.0,632497766400.0,19.157608,1.169,0.17556,0.381,0.5483870967741935,0.0396381353559691,0.1668253757105252,4605476431.922281,3.2568933302325743e+24,5.511304176837255e+25,,0.0883116007804044,0.0852941736533494,0.0958829727564146,0.1164410594245778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0.0016574673
363,"Sabra Health Care REIT, Inc.",13.0,Low ESG Risk,Real Estate,NAS,SBRA,4069165824.0,4069165824.0,75.52174,1.243,0.01833,0.111,0.5483870967741935,0.0002548077705508,0.1372878800214615,70948.9400664682,150240967599.42316,980631348851.6094,17395640735.629017,0.0022120666659021,0.0827305621084419,0.0912429851627027,0.2191667424992889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1395,0.0065364772
364,Intermediate Capital Group Plc,13.0,Low ESG Risk,Diversified Financials,LON,ICG.L,6074208768.0,6074208768.0,13.0625,1.974,0.21561001,-0.016,0.5483870967741935,0.0003804628776131,0.1373821213517582,20948838754687.734,8.858239592677997e+32,,,0.0312526600618605,0.1113309810629326,0.1060046979222002,0.1089564589704762,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,944,0.0011298606
365,"Equinix, Inc.",13.0,Low ESG Risk,Real Estate,NAS,EQIX,78975246336.0,78975246336.0,76.381996,0.7,0.085,0.43,0.5483870967741935,0.0049491369341819,0.1408086268941848,424794456582.07697,4.735018990003778e+29,1.5781267146341713e+30,,0.0074495039855399,0.0711577205687121,0.062694428734263,0.2232294792987765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,753,0.006610943
366,Adient plc,13.0,Low ESG Risk,Auto Components,NYS,ADNT,1935615872.0,1935615872.0,29.6,2.164,0.06547,,0.5483870967741935,0.0001210991891742,0.1371875985854291,300636.4852486137,7385326590828042.0,437062411993380.6,718153.6684296888,0.0849566767696867,0.1299767684785035,0.1858419844771875,0.1858419844771875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,391,0.002561385
367,TE Connectivity Ltd.,13.0,Low ESG Risk,Technology Hardware,NYS,TEL,44013551616.0,44013551616.0,12.965086,1.325,0.28673,0.114,0.5483870967741935,0.0027581038162794,0.1391653520557579,506881454.7137084,6.105556562817559e+21,7.888152502073195e+21,,0.0427039073062716,0.0722730006128907,0.0711150209783088,0.0897122907611698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1486,0.0011214282
368,Big Technologies Plc,13.0,Low ESG Risk,Technology Hardware,LON,BIG.L,314300672.0,314300672.0,17.750002,0.498,0.15409,-0.199,0.5483870967741935,1.9492121032758633e-05,0.1371113932843229,247801690.0,6.444177343462689e+17,802756335.600205,3646.14131466388,0.1128864243743044,0.1359871904269613,0.1359871904269613,0.1359871904269613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,519,0.0015356217
369,The Cigna Group,13.0,Low ESG Risk,Healthcare,NYS,CI,99969507328.0,99969507328.0,28.269566,0.509,0.091280006,0.108,0.5483870967741935,0.0062648374883958,0.1417954023098452,14645751891.659428,8.398035953004329e+24,3.754971160548418e+25,,0.0355106546844675,0.0810949144179944,0.0744311680586971,0.0945782768001486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,595,0.0024462193
370,"Riken Keiki Co., Ltd.",13.0,Low ESG Risk,Technology Hardware,TKS,7734.T,177681711104.0,177681711104.0,21.979605,0.489,0.11525,-0.116,0.5483870967741935,0.0111350250894849,0.145448043010662,290150121660000.0,4.944963029093072e+34,,,0.0782123396736519,0.1296623860280492,0.1091143300933283,0.0874839493564121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,233,0.0019017459
371,"TrueBlue, Inc.",13.0,Low ESG Risk,Commercial Services,NYS,TBI,215948192.0,215948192.0,84.24426,1.494,-0.27524,,0.5483870967741935,1.3328416937929076e-05,0.1371067705062518,7298.546510661495,10741427911219.805,525194151042238.75,,0.2468925707013504,0.1213425169859681,0.1180444762545507,0.1398606670608449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1482,0.0072915186
372,Schroder Real Estate Investment Trust Ltd.,13.0,Low ESG Risk,Real Estate,LON,SREI.L,237218832.0,237218832.0,48.500004,1.0494262948207171,-0.0010904097837295,,0.5483870967741935,1.4661438035797126e-05,0.1371077702720752,5104967.712664398,1.578919340306107e+17,1.6004906860453458e+19,,0.0400057736946823,0.1155416544179068,0.0920179825613975,0.1889934788960955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1453,0.004197413
373,The UNITE Group Plc,13.0,Low ESG Risk,Real Estate,LON,UTG.L,4645426176.0,4645426176.0,15.590164,1.241,0.06724,1.317,0.5483870967741935,0.0002909217383055,0.1373149654972775,804587370645.0,7.799011941677564e+30,,,0.0319231159261725,0.0707368135071406,0.0660287872500349,0.1169305418748373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1556,0.0013486611
374,"Harley-Davidson, Inc.",13.1,Low ESG Risk,Automobiles,NYS,HOG,4791004672.0,4791004672.0,7.368421,1.458,0.20142001,0.336,0.5548387096774193,0.0003000450748183,0.1389347112254686,1633915.0717829303,1.2070183343366748e+16,2.9183397173237e+17,,0.0975894318345539,0.1303751601648017,0.1123067611180361,0.1123752074054877,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,915,0.000636968
375,"Utah Medical Products, Inc.",13.1,Low ESG Risk,Healthcare,NAS,UTMD,229941936.0,229941936.0,15.272517,0.078,0.12717,-0.15,0.5548387096774193,1.420539835410482e-05,0.1387203314681204,20814007.91580857,8.53612166481071e+19,1.0318377220581964e+21,,0.0414297954700432,0.0538113090209085,0.0676023347461086,0.0721211403846717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1558,0.0013211649
376,Severn Trent Plc,13.1,Low ESG Risk,Utilities,LON,SVT.L,8158131712.0,8158131712.0,53.29412,0.385,0.099980004,0.401,0.5548387096774193,0.0005110613575217,0.1390929734374961,42381732080520.0,1.2829698269908997e+35,,,0.0403725358351265,0.0561238641411752,0.0532952211236671,0.0591859786922722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1473,0.004612403
377,DiamondRock Hospitality Co.,13.1,Low ESG Risk,Real Estate,NYS,DRH,1731737600.0,1731737600.0,28.655174,1.606,0.04349,-0.412,0.5548387096774193,0.0001083222328639,0.1387909190940028,5061.4593607817005,3266433832.3930926,29041678412.942795,201725250.89578447,0.0636044833926476,0.1164926252437213,0.106647219963044,0.112699094007591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,714,0.0024795986
378,Befesa SA,13.1,Low ESG Risk,Commercial Services,ETR,BFSA.DE,991356672.0,991356672.0,17.125,1.606,0.07259,1.0,0.5548387096774193,6.192290508242286e-05,0.1387561195981666,569735.8257131495,5.0658278502739144e+16,5359779216421.492,123497.66891362358,0.0338856829009438,0.1129988226197672,0.103657262262484,0.103657262262484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,513,0.00148152
379,"Yonex Co., Ltd.",13.1,Low ESG Risk,Consumer Durables,TKS,7906.T,162316779520.0,162316779520.0,17.537626,0.308,0.15544,0.162,0.5548387096774193,0.0101721119863168,0.1463387614090924,15422161535676.0,2.0351646641961197e+31,,,0.1301207023210179,0.1283968695161131,0.1282480921397732,0.0993110060355443,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,251,0.0015172379
380,Deutsche Post AG,13.1,Low ESG Risk,Transportation,ETR,DHL.DE,45582422016.0,45582422016.0,14.233577,1.071,0.15597,-0.213,0.5548387096774193,0.0028564241932413,0.1408519955642858,2390483.5807702015,5.2409490309426424e+16,1.164246662197869e+17,,0.0718622372198362,0.0743669217079853,0.0717641322676871,0.0804025944927324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,694,0.0012312317
381,DFS Furniture Plc,13.1,Low ESG Risk,Consumer Durables,LON,DFS.L,283314240.0,283314240.0,15.125001,1.584,0.07722,-0.903,0.5548387096774193,1.7550215777267795e-05,0.1387228400811878,199308455.0521851,3.8334749544986295e+22,6.221369675730668e+24,12542755776.9958,0.0581250517577595,0.1064621991461291,0.1204637319378432,0.1195489857041868,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,689,0.0013083955
382,Daiwa House REIT Investment Corp.,13.1,Low ESG Risk,Real Estate,TKS,8984.T,544271990784.0,544271990784.0,25.198303,0.241,0.04172,,0.5548387096774193,0.0341090671064053,0.1642914777491588,3.0871357867356313e+21,3.072071729873287e+56,,,0.0275831470005641,0.0451089262093502,0.0447185704336656,0.0970936068003017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,325,0.0021803638
383,"Frontdoor, Inc.",13.1,Low ESG Risk,Consumer Services,NAS,FTDR,3622454784.0,3622454784.0,18.257694,1.039,1.1942,0.388,0.5548387096774193,0.0002268125978164,0.1388797868677171,3053446.6836593724,1.124610541540462e+16,158527203562.84674,30202.404480079305,0.1196159135757095,0.102817280519595,0.1076394236341408,0.1076394236341408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,822,0.0015795687
384,Supermarket Income REIT Plc,13.1,Low ESG Risk,Real Estate,LON,SUPR.L,943403648.0,943403648.0,60.117207,1.0494262948207171,-0.0010904097837295,,0.5548387096774193,5.891771141177765e-05,0.1387538657029136,30564427.029566705,5.136546981609436e+20,2.3832974258720477e+17,8930407.933945086,0.0193758437898041,0.0499102202425717,0.0477143727052534,0.0477143727052534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1470,0.005203025
385,Infineon Technologies AG,13.1,Low ESG Risk,Semiconductors,ETR,IFX.DE,37927149568.0,37927149568.0,18.046297,1.701,0.12718001,-0.523,0.5548387096774193,0.0023766718358552,0.1404921812962462,1034782.1274716303,2934930697366258.0,843294094683335.2,754056764933.5546,0.0830225652824731,0.1102655917168635,0.1030538128996071,0.1647896531259355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,950,0.0015612696
386,"John Wiley & Sons, Inc.",13.1,Low ESG Risk,Media,NYS,WLY,2325231360.0,2325231360.0,49.009983,0.859,-0.13265,,0.5548387096774193,0.0001455162102681,0.1388188145770559,3971864.9590390497,4.5044180172137384e+16,1.1422675539710735e+18,,0.1419340618346013,0.1022170049722212,0.084218307843021,0.0717571693154606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1610,0.004241558
387,alstria office REIT-AG,13.1,Low ESG Risk,Real Estate,ETR,AOX.DE,651751296.0,651751296.0,60.117207,1.033,-0.2892,0.16,0.5548387096774193,4.063999440566787e-05,0.138740157415159,151.16275150074023,15677864.918589251,65944880.207762614,53870.60384901888,0.0177421228212674,0.1758205074582687,0.1244842338858586,0.113335224622822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,445,0.005203025
388,JBG SMITH Properties,13.1,Low ESG Risk,Real Estate,NYS,JBGS,1495751040.0,1495751040.0,60.117207,1.081,-0.06501,,0.5548387096774193,9.353306510533805e-05,0.1387798272181838,72594.50986326548,28099179010073.547,534349032410.55225,49105.485693230985,0.0372176067145997,0.0897966599438085,0.0791267826939428,0.0791267826939428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,994,0.005203025
389,"Group 1 Automotive, Inc.",13.1,Low ESG Risk,Retailing,NYS,GPI,4750696448.0,4750696448.0,8.748457,1.327,0.20731,-0.155,0.5548387096774193,0.0002975189772016,0.1389328166522561,14141009276.720669,4.4221340208556887e+23,5.556628987028155e+22,,0.1572353498855427,0.0950506807270575,0.1171416145238074,0.1228357429423884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,858,0.00075642706
390,"Climb Global Solutions, Inc.",13.1,Low ESG Risk,Technology Hardware,NAS,CLMB,404890784.0,404890784.0,29.10265,1.048,0.18771,1.431,0.5548387096774193,2.516936114185876e-05,0.1387285544402112,37318807.19490281,1.102649254458167e+16,384102387446268.56,17832774094.69818,0.2001608454664466,0.1195136159847363,0.1134312534686056,0.1086940258779129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,603,0.002518333
391,Booz Allen Hamilton Holding Corp.,13.1,Low ESG Risk,Software & Services,NYS,BAH,19631865856.0,19631865856.0,32.750004,0.593,0.58025,0.04,0.5548387096774193,0.001230114930206,0.1396322636170093,524462360.6335487,4.320903553813933e+20,5.838625859707371e+19,14526562529.594896,0.0937778001282954,0.0615343609795496,0.0659499325491941,0.0852404304322326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,492,0.0028340565
392,"Ethan Allen Interiors, Inc.",13.1,Low ESG Risk,Consumer Durables,NYS,ETD,729397376.0,729397376.0,11.522088,1.257,0.1338,-0.273,0.5548387096774193,4.550603806052501e-05,0.1387438069479002,734193.888604542,62190170994648.25,109534588138918.06,,0.074567097161967,0.0979081538541009,0.0963035175324979,0.1069590367278765,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,761,0.000996519
393,"Alexandria Real Estate Equities, Inc.",13.1,Low ESG Risk,Real Estate,NYS,ARE,20684998656.0,20684998656.0,145.98766,1.173,0.01491,-0.511,0.5548387096774193,0.0012961142720808,0.1396817631234155,194263607.6393461,1.8704682003738812e+22,1.1218239117753794e+23,,0.0091570402079765,0.0836943080522866,0.0687344622973571,0.0783559865180767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,454,0.01263617
394,"LiveWire Group, Inc.",13.1,Low ESG Risk,Consumer Durables,NYS,LVWR,1130070016.0,1130070016.0,50.694576,0.962,-0.471,,0.5548387096774193,7.061600571822077e-05,0.1387626394236435,2102.5123241701995,492705095.53012073,22196.9614030867,54.76680563878635,0.0520688814493848,0.163680542552752,0.163680542552752,0.163680542552752,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1083,0.00438738
395,The E.W. Scripps Co.,13.2,Low ESG Risk,Media,NAS,SSP,149844976.0,149844976.0,49.009983,1.74,-0.19748,,0.5612903225806452,9.185759191621076e-06,0.140329469964555,40.93515171646286,36817453248.55463,2610317860752.311,160392013846.85938,0.337287016549794,0.1849349528057199,0.1560029286620912,0.758608713052327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1457,0.004241558
396,Taylor Wimpey Plc,13.2,Low ESG Risk,Homebuilders,LON,TW.L,5635552256.0,5635552256.0,22.742857,1.812,0.0551,-0.586,0.5612903225806452,0.0003529724783955,0.1405873100039579,586604945.2160276,2.869112376245655e+21,1.1108995400016851e+23,,0.0675043747958898,0.1156754536162368,0.111070614838805,0.1395935374286047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1530,0.0019678148
