,Unnamed: 0,company_name,company_esg_score,company_esg_score_group,industry,stock_exchange,stock_ticker_symbol,market_capital,market_capital_euro,trailing_pe,beta,return_on_equity,earnings_growth
568,2478,"Mitsui Fudosan Logistics Park, Inc.",14.6,Low ESG Risk,Real Estate,TKS,3471.T,262048006144,262048006144,30.533161,0.397,0.04107,-0.005
569,98,"Standard Motor Products, Inc.",14.6,Low ESG Risk,Auto Components,NYS,SMP,690687360,690687360,11.781481,0.513,0.09354,0.855
570,1746,Daily Journal Corp.,14.6,Low ESG Risk,Media,NAS,DJCO,649843904,649843904,14.458473,0.915,0.19572,33.498
571,3027,"Allegro MicroSystems, Inc.",14.6,Low ESG Risk,Semiconductors,NAS,ALGM,4077129728,4077129728,58.342106,1.676,0.0696,
572,2192,"CareTrust REIT, Inc.",14.6,Low ESG Risk,Real Estate,NYS,CTRE,4613933056,4613933056,50.71187,1.127,0.05375,
573,623,NISSO HOLDINGS Co. Ltd.,14.6,Low ESG Risk,Commercial Services,TKS,9332.T,24638527488,24638527488,13.003631,1.005,0.14736,0.679
574,565,"en Japan, Inc.",14.6,Low ESG Risk,Commercial Services,TKS,4849.T,101590761472,101590761472,21.505747,,0.16266,1.087
575,3379,"Salesforce, Inc.",14.6,Low ESG Risk,Software & Services,NYS,CRM,234946560000,234946560000,42.890053,1.297,0.09734,0.148
576,1132,Moody's Corp.,14.6,Low ESG Risk,Diversified Financials,NYS,MCO,87810007040,87810007040,47.60612,1.29,0.5131,0.473
577,3674,"Konica Minolta, Inc.",14.6,Low ESG Risk,Technology Hardware,TKS,4902.T,211498074112,211498074112,31.440298,1.213,0.0116,
578,3690,"Macnica Holdings, Inc.",14.6,Low ESG Risk,Technology Hardware,TKS,3132.T,338373115904,338373115904,8.012216,0.717,0.1774,-0.403
579,3256,"HubSpot, Inc.",14.6,Low ESG Risk,Software & Services,NYS,HUBS,25392494592,25392494592,,1.634,-0.02704,
580,2115,Advance Logistics Investment Corp.,14.6,Low ESG Risk,Real Estate,TKS,3493.T,82411683840,82411683840,26.128643,0.399,0.04423,
581,1487,"Veeva Systems, Inc.",14.7,Low ESG Risk,Healthcare,NYS,VEEV,36044890112,36044890112,59.199467,0.811,0.13179,0.529
582,2988,Topps Tiles Plc,14.7,Low ESG Risk,Retailing,LON,TPT.L,92432544,92432544,inf,1.452,0.05456,
583,2809,"Doshisha Co., Ltd.",14.7,Low ESG Risk,Retailing,TKS,7483.T,73846767616,73846767616,13.074226,0.497,0.07036,-0.039
584,965,Amcor Plc,14.7,Low ESG Risk,Containers & Packaging,NYS,AMCR,16043275264,16043275264,21.764708,0.861,0.18400998,0.443
585,2310,"Four Corners Property Trust, Inc.",14.7,Low ESG Risk,Real Estate,NYS,FCPT,2744406016,2744406016,27.905663,1.117,0.07743,-0.005
586,1827,RTL Group SA,14.7,Low ESG Risk,Media,ETR,RRTL.DE,4479810048,4479810048,11.177607,0.835,0.1095,0.76
587,3254,HomeToGo SE,14.7,Low ESG Risk,Software & Services,ETR,HTG.DE,244637408,244637408,,1.057,-0.08493,
588,2828,"Funko, Inc.",14.7,Low ESG Risk,Retailing,NAS,FNKO,538857600,538857600,,1.193,-0.18645,
589,539,Bilfinger SE,14.7,Low ESG Risk,Commercial Services,ETR,GBF.DE,1713032576,1713032576,8.074205,1.322,0.19356,
590,3755,"Sanshin Electronics Co., Ltd.",14.7,Low ESG Risk,Technology Hardware,TKS,8150.T,24235952128,24235952128,7.8491817,0.462,0.08325,1.909
591,2656,Terreno Realty Corp.,14.7,Low ESG Risk,Real Estate,NYS,TRNO,6616318464,6616318464,37.933334,0.912,0.05243,-0.231
592,2596,"Safehold, Inc.",14.7,Low ESG Risk,Real Estate,NYS,SAFE,1760183040,1760183040,,0.879,-0.00898,0.2
593,2585,Rithm Capital Corp.,14.7,Low ESG Risk,Real Estate,NYS,RITM,5671096320,5671096320,9.7310915,1.786,0.093059994,-0.419
594,1586,Münchener Rückversicherungs-Gesellschaft AG,14.7,Low ESG Risk,Insurance,ETR,MUV2.DE,64512446464,64512446464,10.899435,0.848,0.20419,0.438
595,2578,"Relo Group, Inc.",14.7,Low ESG Risk,Real Estate,TKS,8876.T,285836705792,285836705792,,0.601,-0.11075,5.009
596,2579,Residential Secure Income Plc,14.7,Low ESG Risk,Real Estate,LON,RESI.L,100358352,100358352,,,,
597,1863,"Toho Co., Ltd. (9602)",14.8,Low ESG Risk,Media,TKS,9602.T,1007502622720,1007502622720,20.661129,0.356,0.113299996,0.336
598,1764,"Gannett Co., Inc.",14.8,Low ESG Risk,Media,NYS,GCI,643536000,643536000,,2.484,-0.33501998,
599,2347,Harworth Group Plc,14.8,Low ESG Risk,Real Estate,LON,HWG.L,544294784,544294784,14.0,0.736,0.0612,
600,3164,Bytes Technology Group Plc,14.8,Low ESG Risk,Software & Services,LON,BYIT.L,1100643328,1100643328,24.052633,0.649,0.67010003,0.112
601,2320,"Gaming & Leisure Properties, Inc.",14.8,Low ESG Risk,Real Estate,NAS,GLPI,14298515456,14298515456,18.031141,1.001,0.18599,0.295
602,30,"Dana, Inc.",14.8,Low ESG Risk,Auto Components,NYS,DAN,1455569024,1455569024,,2.282,-0.0016500001,-0.471
603,436,"Air Products & Chemicals, Inc.",14.8,Low ESG Risk,Chemicals,NYS,APD,60874022912,60874022912,23.810436,0.828,0.16211,0.172
604,639,"Radius Recycling, Inc.",14.8,Low ESG Risk,Commercial Services,NAS,RDUS,411900256,411900256,,1.521,-0.34813,
605,725,"Arlo Technologies, Inc.",14.8,Low ESG Risk,Consumer Durables,NYS,ARLO,1099300352,1099300352,,1.765,-0.239,
606,4151,Sixt SE,14.8,Low ESG Risk,Transportation,ETR,SIX2.DE,2668641280,2668641280,11.72179,1.957,0.13122,-0.5
607,3454,"Zoom Video Communications, Inc.",14.8,Low ESG Risk,Software & Services,NAS,ZM,20495667200,20495667200,23.782143,-0.051,0.112749994,0.173
608,1142,"OneMain Holdings, Inc.",14.8,Low ESG Risk,Diversified Financials,NYS,OMF,5265133056,5265133056,9.045267,1.548,0.18805,-0.306
609,989,"O-I Glass, Inc.",14.8,Low ESG Risk,Containers & Packaging,NYS,OI,1892333568,1892333568,,1.176,-0.14308,-0.478
610,2924,Paltac Corp.,14.8,Low ESG Risk,Retailing,TKS,8283.T,280048009216,280048009216,13.220027,-0.156,,
611,1715,Borussia Dortmund GmbH & Co. KGaA,14.8,Low ESG Risk,Media,ETR,BVB.DE,403427936,403427936,12.603449,1.298,0.102,
612,3240,Gen Digital Inc.,14.8,Low ESG Risk,Software & Services,NAS,GEN,15831302144,15831302144,26.791666,1.06,0.28326,
613,2144,"Apollo Commercial Real Estate Finance, Inc.",14.9,Low ESG Risk,Real Estate,NYS,ARI,1411139456,1411139456,204.0,1.808,0.01134,
614,2416,KDX Realty Investment Corp.,14.9,Low ESG Risk,Real Estate,TKS,8972.T,633108889600,633108889600,13.263121,0.604,0.09007,
615,2499,"Nippon Building Fund, Inc.",14.9,Low ESG Risk,Real Estate,TKS,8951.T,1144766332928,1144766332928,26.455027,0.395,0.055,
616,2779,"Camping World Holdings, Inc.",14.9,Low ESG Risk,Retailing,NYS,CWH,980655296,980655296,,2.492,-0.21849,-0.663
617,2536,Pebblebrook Hotel Trust,14.9,Low ESG Risk,Real Estate,NYS,PEB,1509915136,1509915136,,1.839,-0.0321,-0.356
618,3335,Nomura Research Institute Ltd.,14.9,Low ESG Risk,Software & Services,TKS,4307.T,2998858678272,2998858678272,35.71331,0.455,0.21219999,0.321
619,2609,Service Properties Trust,14.9,Low ESG Risk,Real Estate,NAS,SVC,766407104,766407104,,2.195,-0.1701,
620,0,HENSOLDT AG,14.9,Low ESG Risk,Aerospace & Defense,ETR,HAG.DE,N/A,N/A,,,,
621,1660,NORMA Group SE,14.9,Low ESG Risk,Machinery,ETR,NOEJ.DE,457544064,457544064,18.649351,1.556,0.03513,-0.391
622,1393,CompuGroup Medical Societas Europaea,14.9,Low ESG Risk,Healthcare,ETR,COP.DE,735606144,735606144,22.64516,0.878,0.05057,-0.551
623,685,"Visional, Inc.",14.9,Low ESG Risk,Commercial Services,TKS,4194.T,363146674176,363146674176,27.191319,0.733,0.32301,0.338
624,364,Regions Financial Corp.,14.9,Low ESG Risk,Banks,NYS,RF,20636067840,20636067840,12.668539,1.188,0.103360005,
625,871,"H&R Block, Inc.",14.9,Low ESG Risk,Consumer Services,NYS,HRB,8774879232,8774879232,15.183576,0.678,9.75009,-0.076
626,765,"Mattel, Inc.",14.9,Low ESG Risk,Consumer Durables,NAS,MAT,6451301888,6451301888,21.088888,0.798,0.16375,1.167
627,3718,"nLIGHT, Inc.",15.0,Low ESG Risk,Technology Hardware,NAS,LASR,504357312,504357312,,2.348,-0.20049,
628,3720,"Oki Electric Industry Co., Ltd.",15.0,Low ESG Risk,Technology Hardware,TKS,6703.T,85150482432,85150482432,3.025733,0.361,0.2297,
629,3208,"Dynatrace, Inc.",15.0,Low ESG Risk,Software & Services,NYS,DT,15163364352,15163364352,97.88462,1.055,0.08221,-0.001
630,978,FP Corp.,15.0,Low ESG Risk,Containers & Packaging,TKS,7947.T,231676264448,231676264448,21.399776,0.027,0.07697,-0.345
631,3926,Gunze Ltd.,15.0,Low ESG Risk,Textiles & Apparel,TKS,3002.T,93407436800,93407436800,18.44593,0.275,0.04355,0.031
632,2304,"First Industrial Realty Trust, Inc.",15.0,Low ESG Risk,Real Estate,NYS,FR,7675501056,7675501056,26.49765,1.09,0.11151,-0.055
633,3791,Tokyo Electron Device Ltd.,15.0,Low ESG Risk,Technology Hardware,TKS,2760.T,105899810816,105899810816,10.2655945,0.547,0.24034001,0.135
634,3386,"ServiceNow, Inc.",15.0,Low ESG Risk,Software & Services,NYS,NOW,176127131648,176127131648,154.7161,0.987,0.147,-0.752
635,3449,"Xperi, Inc.",15.0,Low ESG Risk,Software & Services,NYS,XPER,378823904,378823904,,,-0.28397,
636,3434,"Visa, Inc.",15.0,Low ESG Risk,Software & Services,NYS,V,555762778112,555762778112,30.612003,0.963,0.48548,0.202
637,1857,The Walt Disney Co.,15.0,Low ESG Risk,Media,NYS,DIS,160212533248,160212533248,33.846745,1.398,0.0546,
638,84,"Pacific Industrial Co., Ltd.",15.0,Low ESG Risk,Auto Components,TKS,7250.T,79530614784,79530614784,4.654874,0.589,0.10853,0.083
639,742,"GLOBERIDE, Inc.",15.0,Low ESG Risk,Consumer Durables,TKS,7990.T,42073448448,42073448448,7.5337396,1.108,0.06932,-0.531
640,1502,Crest Nicholson Holdings Plc,15.0,Low ESG Risk,Homebuilders,LON,CRST.L,504950400,504950400,,1.995,-0.03167,
641,2968,T-Gaia Corp.,15.0,Low ESG Risk,Retailing,TKS,3738.T,211558940672,211558940672,24.301102,0.282,0.10899,1.51
642,1833,Scholastic Corp.,15.0,Low ESG Risk,Media,NAS,SCHL,857016000,857016000,75.799995,1.03,0.011089999,-0.455
643,3361,"PlayAGS, Inc.",15.0,Low ESG Risk,Software & Services,NYS,AGS,454288160,454288160,102.63636,2.364,0.07176,-0.5
644,2240,"CRE Logistics REIT, Inc.",15.0,Low ESG Risk,Real Estate,TKS,3487.T,93338992640,93338992640,20.90812,0.398,,-0.02
645,2844,Happinet Corp.,15.0,Low ESG Risk,Retailing,TKS,7552.T,89990258688,89990258688,12.28779,0.191,0.15343,0.638
646,3018,Zalando SE,15.1,Low ESG Risk,Retailing,ETR,ZAL.DE,5741331968,5741331968,38.000004,1.638,0.064229995,0.693
647,3016,Yellow Hat Ltd.,15.1,Low ESG Risk,Retailing,TKS,9882.T,112293642240,112293642240,11.153458,0.171,0.08953,-0.066
648,2469,"MFA Financial, Inc.",15.1,Low ESG Risk,Real Estate,NYS,MFA,1255620864,1255620864,19.52381,2.205,0.05145,
649,3055,Intel Corp.,15.1,Low ESG Risk,Semiconductors,NAS,INTC,81543315456,81543315456,79.458336,1.02,0.00782,
650,3636,HollySys Automation Technologies Ltd.,15.1,Low ESG Risk,Technology Hardware,NAS,HOLI,1643316096,1643316096,21.83471,0.479,0.061389998,-0.681
651,3143,"Automatic Data Processing, Inc.",15.1,Low ESG Risk,Software & Services,NAS,ADP,112384221184,112384221184,30.251373,0.802,0.9314,0.072
652,1584,"MetLife, Inc.",15.1,Low ESG Risk,Insurance,NYS,MET,52860534784,52860534784,20.51087,1.029,0.10122,1.667
653,1612,"The Hartford Financial Services Group, Inc.",15.1,Low ESG Risk,Insurance,NYS,HIG,34256269312,34256269312,12.306316,0.924,0.19529,0.41
654,2210,Chimera Investment Corp.,15.1,Low ESG Risk,Real Estate,NYS,CIM,1232119808,1232119808,8.84393,1.797,0.08383001,0.8
655,2000,"Zoetis, Inc.",15.1,Low ESG Risk,Pharmaceuticals,NYS,ZTS,86863470592,86863470592,37.520546,0.883,0.48888,-0.055
656,3551,"Calix, Inc.",15.1,Low ESG Risk,Technology Hardware,NYS,CALX,2262879232,2262879232,1146.3334,1.744,0.0033399998,
657,3923,GOLDWIN INC.,15.1,Low ESG Risk,Textiles & Apparel,TKS,8111.T,364883509248,364883509248,14.847226,0.457,0.27607,0.096
658,3805,"Vishay Precision Group, Inc.",15.1,Low ESG Risk,Technology Hardware,NYS,VPG,317454880,317454880,15.451613,1.168,0.06521,-0.433
659,3142,"Autodesk, Inc.",15.1,Low ESG Risk,Software & Services,NAS,ADSK,55099183104,55099183104,52.39139,1.476,0.57445997,0.262
660,72,"Musashi Seimitsu Industry Co., Ltd.",15.1,Low ESG Risk,Auto Components,TKS,7220.T,126977548288,126977548288,13.966722,1.4,0.073979996,0.649
661,1114,Jupiter Fund Management Plc,15.1,Low ESG Risk,Diversified Financials,LON,JUP.L,428395264,428395264,,1.416,-0.01076,0.152
662,429,Trane Technologies Plc,15.1,Low ESG Risk,Building Products,NYS,TT,77923852288,77923852288,33.753666,1.212,0.3575,0.297
663,1813,Proto Corp.,15.1,Low ESG Risk,Media,TKS,4298.T,56833527808,56833527808,10.79902,0.781,0.11343,-0.119
664,3001,Victoria's Secret & Co.,15.1,Low ESG Risk,Retailing,NYS,VSCO,1813153920,1813153920,13.194285,2.23,0.36020002,
665,3700,"Mirion Technologies, Inc.",15.1,Low ESG Risk,Technology Hardware,NYS,MIR,2240990464,2240990464,,0.791,-0.042129997,
666,2824,"Floor & Decor Holdings, Inc.",15.1,Low ESG Risk,Retailing,NYS,FND,11406430208,11406430208,54.86598,1.798,0.10876001,-0.212
667,1909,Weyerhaeuser Co.,15.2,Low ESG Risk,Paper & Forestry,NYS,WY,22015825920,22015825920,29.676472,1.418,0.07381,-0.235
668,2420,"Kennedy-Wilson Holdings, Inc.",15.2,Low ESG Risk,Real Estate,NYS,KW,1486797824,1486797824,,1.128,-0.15883,
669,1421,HOYA Corp.,15.2,Low ESG Risk,Healthcare,TKS,7741.T,6709524824064,6709524824064,35.33575,0.666,0.20426,0.246
670,3180,Cognizant Technology Solutions Corp.,15.2,Low ESG Risk,Software & Services,NAS,CTSH,37734440960,37734440960,17.341686,1.05,0.16379999,0.251
671,2645,"Sunstone Hotel Investors, Inc.",15.2,Low ESG Risk,Real Estate,NYS,SHO,1998861696,1998861696,11.987804,1.249,0.08519,-0.42
672,2342,Hamborner REIT AG,15.2,Low ESG Risk,Real Estate,ETR,HABA.DE,530358304,530358304,59.272728,0.667,0.02182,
673,2330,GLP J-REIT,15.2,Low ESG Risk,Real Estate,TKS,3281.T,648459452416,648459452416,24.085735,0.4,0.05594,-0.084
674,93,SAF-HOLLAND SE,15.2,Low ESG Risk,Auto Components,ETR,SFQ.DE,743558400,743558400,7.9317074,1.976,0.20268999,0.359
675,2201,Centerspace,15.2,Low ESG Risk,Real Estate,NYS,CSR,1195414784,1195414784,,0.915,-0.00756,
676,2739,Abercrombie & Fitch Co.,15.2,Low ESG Risk,Retailing,NYS,ANF,6806747136,6806747136,14.1314945,1.506,0.50931,1.273
677,2121,Agree Realty Corp.,15.2,Low ESG Risk,Real Estate,NYS,ADC,7707192832,7707192832,42.64246,0.62,0.03701,0.244
678,2757,"Autobacs Seven Co., Ltd.",15.2,Low ESG Risk,Retailing,TKS,9832.T,115614539776,115614539776,20.135777,0.323,0.045500003,-0.457
679,4141,"Ryder System, Inc.",15.2,Low ESG Risk,Transportation,NYS,R,5794321920,5794321920,12.338248,1.269,0.16059999,
680,2747,"American Eagle Outfitters, Inc.",15.2,Low ESG Risk,Retailing,NYS,AEO,3649216000,3649216000,15.2,1.477,0.14731,0.568
681,1610,Talanx AG,15.2,Low ESG Risk,Insurance,ETR,TLX.DE,19599581184,19599581184,10.585774,0.824,0.17497998,0.258
682,3638,Horiba Ltd.,15.2,Low ESG Risk,Technology Hardware,TKS,6856.T,359030358016,359030358016,10.537462,0.918,0.12072,0.131
683,2484,"MORI TRUST REIT, Inc.",15.2,Low ESG Risk,Real Estate,TKS,8961.T,229263998976,229263998976,15.927702,0.485,0.073460005,
684,3021,"Zumiez, Inc.",15.3,Low ESG Risk,Retailing,NAS,ZUMZ,447143104,447143104,,1.25,-0.15129,0.012
685,16,"American Axle & Manufacturing Holdings, Inc.",15.3,Low ESG Risk,Auto Components,NYS,AXL,687848832,687848832,585.0,1.945,0.0035100002,1.204
686,1239,Varta AG,15.3,Low ESG Risk,Electrical Equipment,ETR,VAR1.DE,63834624,63834624,,1.462,-0.98946,
687,1210,GS Yuasa Corp.,15.3,Low ESG Risk,Electrical Equipment,TKS,6674.T,288319471616,288319471616,7.2045746,,0.124680005,
688,1547,Aon Plc,15.3,Low ESG Risk,Insurance,NYS,AON,76141150208,76141150208,28.219807,0.917,0.82436997,-0.092
689,1345,Sysco Corp.,15.3,Low ESG Risk,Food Retailers,NYS,SYY,38540161024,38540161024,20.156813,1.198,0.99415,-0.144
690,3005,Watches of Switzerland Group Plc,15.3,Low ESG Risk,Retailing,LON,WOSG.L,894075264,894075264,14.928,2.168,0.119119994,-0.787
691,3207,DXC Technology Co.,15.3,Low ESG Risk,Software & Services,NYS,DXC,3728364032,3728364032,47.95349,1.68,0.020580001,-0.176
692,3172,"Cass Information Systems, Inc.",15.3,Low ESG Risk,Software & Services,NAS,CASS,549540608,549540608,20.266333,0.718,0.12331,-0.385
693,3903,"Crocs, Inc.",15.3,Low ESG Risk,Textiles & Apparel,NAS,CROX,7466488832,7466488832,9.474755,1.996,0.57123,0.112
694,2711,"Xenia Hotels & Resorts, Inc.",15.3,Low ESG Risk,Real Estate,NYS,XHR,1425514368,1425514368,60.500004,1.525,0.01756,0.245
695,2209,Chatham Lodging Trust,15.3,Low ESG Risk,Real Estate,NYS,CLDT,411552960,411552960,,1.794,-0.00035999998,-0.323
696,783,"Sega Sammy Holdings, Inc.",15.3,Low ESG Risk,Consumer Durables,TKS,6460.T,616156168192,616156168192,15.360764,0.178,0.10920999,0.455
697,4065,ArcBest Corp.,15.3,Low ESG Risk,Transportation,NAS,ARCB,2345407232,2345407232,18.893333,1.464,0.10457,0.199
698,4051,"Sunnova Energy International, Inc.",15.3,Low ESG Risk,Traders & Distributors,NYS,NOVA,1298585600,1298585600,,2.218,-0.19775999,
699,3096,"Teradyne, Inc.",15.3,Low ESG Risk,Semiconductors,NAS,TER,20266459136,20266459136,40.855263,1.492,0.1919,0.562
700,13,AB Dynamics Plc,15.4,Low ESG Risk,Auto Components,LON,ABDP.L,444169600,444169600,32.79661,0.722,0.112849995,1.857
701,1454,"Owens & Minor, Inc.",15.4,Low ESG Risk,Healthcare,NYS,OMI,1109414400,1109414400,,0.387,-0.048309997,
702,688,"WDB Holdings Co., Ltd.",15.4,Low ESG Risk,Commercial Services,TKS,2475.T,33641779200,33641779200,9.478751,0.266,0.12718001,-0.118
703,1342,SpartanNash Co.,15.4,Low ESG Risk,Food Retailers,NAS,SPTN,733618496,733618496,16.345863,0.405,0.05942,-0.393
704,3228,FDM Group (Holdings) Plc,15.4,Low ESG Risk,Software & Services,LON,FDM.L,438831232,438831232,14.357142,0.968,0.41507,-0.477
705,3524,Ai Holdings Corp.,15.4,Low ESG Risk,Technology Hardware,TKS,3076.T,113899520000,113899520000,7.1633587,0.561,0.21381001,0.818
706,1385,Centene Corp.,15.4,Low ESG Risk,Healthcare,NYS,CNC,37263966208,37263966208,13.340866,0.484,0.10585,0.125
707,3007,"Weyco Group, Inc.",15.4,Low ESG Risk,Retailing,NAS,WEYS,302942496,302942496,10.069401,0.695,0.12523,0.18
708,3210,"eBay, Inc.",15.4,Low ESG Risk,Software & Services,NAS,EBAY,29061269504,29061269504,11.562257,1.312,0.50014,0.4
709,969,"Berry Global Group, Inc.",15.4,Low ESG Risk,Containers & Packaging,NYS,BERY,7604856320,7604856320,14.457516,1.143,0.16395001,0.398
710,3066,"Marvell Technology, Inc.",15.4,Low ESG Risk,Semiconductors,NAS,MRVL,59707166720,59707166720,,1.453,-0.06528,
711,2582,Retail Opportunity Investments Corp.,15.4,Low ESG Risk,Real Estate,NAS,ROIC,1910535424,1910535424,55.518517,1.466,0.02722,-0.27
712,3694,"Mesa Laboratories, Inc.",15.4,Low ESG Risk,Technology Hardware,NAS,MLAB,653372416,653372416,,0.85,-0.92974997,
713,967,Avery Dennison Corp.,15.4,Low ESG Risk,Containers & Packaging,NYS,AVY,17680384000,17680384000,28.18742,0.895,0.29315,0.758
714,1943,GSK Plc,15.4,Low ESG Risk,Pharmaceuticals,LON,GSK.L,67853500416,67853500416,14.721239,0.31,0.33299,-0.282
715,43,G-Tekt Corp.,15.4,Low ESG Risk,Auto Components,TKS,5970.T,69357027328,69357027328,5.235602,0.892,0.0715,0.113
716,615,"MAXIMUS, Inc.",15.4,Low ESG Risk,Commercial Services,NYS,MMS,5199292928,5199292928,18.113209,0.759,0.1701,1.92
717,909,Service Corp. International,15.5,Low ESG Risk,Consumer Services,NYS,SCI,11419468800,11419468800,23.122807,0.845,0.32022998,-0.058
718,3414,Teradata Corp.,15.5,Low ESG Risk,Software & Services,NYS,TDC,2629296128,2629296128,42.750004,0.802,0.42321,1.258
719,2983,"The TJX Cos., Inc.",15.5,Low ESG Risk,Retailing,NYS,TJX,132039737344,132039737344,28.346247,0.889,0.66199,0.129
720,3025,Advantest Corp.,15.5,Low ESG Risk,Semiconductors,TKS,6857.T,4333001768960,4333001768960,56.181942,0.998,0.18312,1.592
721,2992,"Ulta Beauty, Inc.",15.5,Low ESG Risk,Retailing,NAS,ULTA,17977556992,17977556992,15.311798,1.312,0.54978,-0.12
722,2571,Realty Income Corp.,15.5,Low ESG Risk,Real Estate,NYS,O,54742761472,54742761472,58.2037,0.992,0.02417,
723,2177,"Broadstone Net Lease, Inc.",15.5,Low ESG Risk,Real Estate,NYS,BNL,3608946432,3608946432,22.036146,1.125,0.05049,-0.418
724,3724,"OSI Systems, Inc.",15.5,Low ESG Risk,Technology Hardware,NAS,OSIS,2300039936,2300039936,18.808943,1.081,0.16124001,0.039
725,3170,Capita Plc,15.5,Low ESG Risk,Software & Services,LON,CPI.L,304901280,304901280,,1.944,-0.20624,
726,4001,Wacoal Holdings Corp.,15.5,Low ESG Risk,Textiles & Apparel,TKS,3591.T,241265819648,241265819648,,0.21,-0.03886,0.126
727,3162,"Broadridge Financial Solutions, Inc.",15.5,Low ESG Risk,Software & Services,NYS,BR,24584751104,24584751104,36.008545,1.059,0.31667998,0.002
728,3183,"Commvault Systems, Inc.",15.5,Low ESG Risk,Software & Services,NAS,CVLT,6245319168,6245319168,36.822163,0.599,0.77036005,0.464
729,1800,"Netflix, Inc.",15.5,Low ESG Risk,Media,NAS,NFLX,289866612736,289866612736,42.266582,1.262,0.31570998,0.483
730,3150,"Bentley Systems, Inc.",15.5,Low ESG Risk,Software & Services,NAS,BSY,14002002944,14002002944,40.295654,1.035,0.46056998,0.457
731,3017,"Yondoshi Holdings, Inc.",15.6,Low ESG Risk,Retailing,TKS,8008.T,39801806848,39801806848,30.079456,0.275,0.0347,0.045
732,3301,"Mastercard, Inc.",15.6,Low ESG Risk,Software & Services,NYS,MA,449990787072,449990787072,37.210846,1.103,1.8770399,0.167
733,1235,"SolarEdge Technologies, Inc.",15.6,Low ESG Risk,Electrical Equipment,NAS,SEDG,1027951296,1027951296,,1.559,-0.2212,
734,790,Sony Group Corp.,15.6,Low ESG Risk,Consumer Durables,TKS,6758.T,15956719960064,15956719960064,16.260162,0.82,0.13113,0.078
735,77,"NHK Spring Co., Ltd.",15.6,Low ESG Risk,Auto Components,TKS,5991.T,351339741184,351339741184,7.746045,0.777,0.11898,1.197
736,789,"Sonos, Inc.",15.6,Low ESG Risk,Consumer Durables,NAS,SONO,1379513984,1379513984,,2.048,-0.0309,
737,3222,"Etsy, Inc.",15.6,Low ESG Risk,Software & Services,NAS,ETSY,6007266816,6007266816,24.348835,1.974,,-0.089
738,2928,"Petco Health & Wellness Company, Inc.",15.6,Low ESG Risk,Retailing,NAS,WOOF,778027200,778027200,,1.886,-0.74355006,
739,3968,PVH Corp.,15.6,Low ESG Risk,Textiles & Apparel,NYS,PVH,5323248640,5323248640,7.624,2.114,0.14523,0.867
740,1482,"The Cooper Cos., Inc.",15.6,Low ESG Risk,Healthcare,NAS,COO,21514821632,21514821632,60.016666,0.981,0.0465,0.209
741,4100,International Distributions Services plc,15.6,Low ESG Risk,Transportation,LON,IDS.L,3263666688,3263666688,56.833336,1.53,0.0147,
